LATITUDE,LONGITUDE,YEAR,DATE,CLASSIFICATION,IMPACT_TYPE,ROAD_CONDITION,ENVIRONMENT,LIGHT,PEDESTRIANS,BICYCLES,MOTORCYCLES,INJURIES,FATAL,MAJOR,MINOR
45.47592337461057,-75.53545171364779,2022,1/12/2022,03 - P.D. only,02 - Angle,04 - Slush,03 - Snow,07 - Dark,0,0,0,0,0,0,0
45.32259412552144,-75.88718710387992,2022,1/14/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.37689658596458,-75.69151106943067,2022,1/14/2022,02 - Non-fatal injury,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,2,0,0,0
45.4128407997675,-75.6971796020519,2022,1/14/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.36038808656139,-75.65689185735393,2022,1/14/2022,02 - Non-fatal injury,07 - SMV other,01 - Dry,01 - Clear,01 - Daylight,1,0,0,1,0,0,1
45.4046344056583,-75.71195567366954,2022,1/14/2022,02 - Non-fatal injury,03 - Rear end,03 - Loose snow,01 - Clear,01 - Daylight,0,0,0,1,0,0,0
45.481630254080606,-75.54959241425323,2022,1/14/2022,03 - P.D. only,06 - SMV unattended vehicle,03 - Loose snow,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.247879650522606,-75.88605514048952,2022,1/14/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.39287714110046,-75.73945076739756,2022,1/14/2022,02 - Non-fatal injury,03 - Rear end,01 - Dry,01 - Clear,05 - Dusk,0,0,0,1,0,0,1
45.249936131854874,-75.5900009737583,2022,1/14/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.4501376391412,-75.5876243451445,2022,1/14/2022,02 - Non-fatal injury,03 - Rear end,01 - Dry,01 - Clear,05 - Dusk,0,0,0,1,0,0,1
45.40042698188645,-75.73005049189592,2022,1/14/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.394302136233186,-75.74888264973013,2022,1/14/2022,02 - Non-fatal injury,07 - SMV other,01 - Dry,01 - Clear,07 - Dark,1,0,0,1,0,0,0
45.48008239356115,-75.50833988477012,2022,1/14/2022,03 - P.D. only,07 - SMV other,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.336806281396676,-75.71948092669736,2022,1/14/2022,02 - Non-fatal injury,02 - Angle,01 - Dry,01 - Clear,07 - Dark,0,0,0,1,0,0,1
45.226635929342585,-75.49529737132507,2022,1/14/2022,02 - Non-fatal injury,02 - Angle,01 - Dry,01 - Clear,07 - Dark,0,0,0,1,0,0,1
45.2713386263543,-75.74275740780658,2022,1/14/2022,03 - P.D. only,04 - Sideswipe,02 - Wet,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.29498045428922,-75.85411508516702,2022,1/14/2022,03 - P.D. only,06 - SMV unattended vehicle,05 - Packed snow,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.4835509401458,-75.50105048048201,2022,1/15/2022,03 - P.D. only,07 - SMV other,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.36775116615469,-75.70267380399171,2022,1/6/2022,03 - P.D. only,04 - Sideswipe,02 - Wet,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.42730082600144,-75.66279714590658,2022,1/15/2022,03 - P.D. only,03 - Rear end,06 - Ice,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.27609457536471,-75.77651659675185,2022,1/10/2022,03 - P.D. only,06 - SMV unattended vehicle,03 - Loose snow,03 - Snow,01 - Daylight,0,0,0,0,0,0,0
45.226453086352144,-75.68627607848644,2022,1/15/2022,04 - Non-reportable,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.383801526431235,-75.63034036868089,2022,1/15/2022,02 - Non-fatal injury,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,2,0,0,0
45.441107100222354,-75.6468234383889,2022,1/15/2022,02 - Non-fatal injury,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,1,0,0,1
45.44734807989678,-75.59419566153944,2022,1/12/2022,03 - P.D. only,03 - Rear end,04 - Slush,03 - Snow,07 - Dark,0,0,0,0,0,0,0
45.33558399981756,-75.6906374057737,2022,1/15/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.410935204864415,-75.65937878548749,2022,1/15/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.351505876809995,-75.7629773193835,2022,1/15/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.37008852356194,-75.77058762236831,2022,1/15/2022,03 - P.D. only,05 - Turning movement,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.38895220109481,-75.61750325216723,2022,1/15/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.43462892706269,-75.60042495214513,2022,1/15/2022,03 - P.D. only,99 - Other,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.268702910292575,-75.75116833793759,2022,1/15/2022,03 - P.D. only,03 - Rear end,06 - Ice,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.406767427571545,-75.70455044068528,2022,1/15/2022,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.37071814116658,-75.69047538619407,2022,1/15/2022,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.29027722089893,-75.88204552798003,2022,1/15/2022,03 - P.D. only,06 - SMV unattended vehicle,05 - Packed snow,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.42517785333226,-75.69403747155174,2022,1/15/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.41640137313476,-75.70017788300315,2022,1/15/2022,03 - P.D. only,04 - Sideswipe,03 - Loose snow,03 - Snow,01 - Daylight,0,0,0,0,0,0,0
45.40051590256855,-75.66833485086,2022,1/16/2022,03 - P.D. only,07 - SMV other,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.284736807373136,-75.85647882384032,2022,1/16/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.3848572490359,-75.74050321962237,2022,1/16/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.370323317963916,-75.66352638348707,2022,1/9/2022,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.45396559024368,-75.50363281133177,2022,1/16/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.47080553240581,-75.52535913035983,2022,1/16/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.42903959269492,-75.63858955261155,2022,1/16/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.34654858282451,-75.70119714862264,2022,1/16/2022,03 - P.D. only,07 - SMV other,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.38662641354511,-75.6627000503593,2022,1/16/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.48713487591463,-75.50338605168017,2022,1/16/2022,03 - P.D. only,03 - Rear end,02 - Wet,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.25991263209858,-75.615937006989,2022,1/16/2022,02 - Non-fatal injury,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,1,0,0,1
45.39350803877384,-75.6563098929628,2022,1/16/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.43099491050864,-75.6899543761596,2022,1/16/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.42138588588845,-75.44620517669328,2022,1/16/2022,02 - Non-fatal injury,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,1,0,0,1
45.34515429155566,-75.78329912018734,2022,1/15/2022,03 - P.D. only,06 - SMV unattended vehicle,03 - Loose snow,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.400356269441104,-75.74235200082975,2022,1/16/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.348789167013166,-75.76924020490091,2022,1/16/2022,02 - Non-fatal injury,03 - Rear end,01 - Dry,01 - Clear,05 - Dusk,0,0,0,1,0,0,1
45.3614285152773,-75.7397570456302,2022,1/16/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.3449973454846,-75.66598905504338,2022,1/16/2022,03 - P.D. only,05 - Turning movement,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.387652234694116,-75.6208312358476,2022,1/8/2022,02 - Non-fatal injury,07 - SMV other,01 - Dry,01 - Clear,01 - Daylight,0,0,0,1,0,0,1
45.40532020769336,-75.7021993279359,2022,1/20/2022,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.43525833530469,-75.60904946650432,2022,1/16/2022,03 - P.D. only,03 - Rear end,02 - Wet,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.343883123308125,-75.72933687167792,2022,1/3/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.336797515260734,-75.71948072177763,2022,1/8/2022,03 - P.D. only,05 - Turning movement,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.4023119339107,-75.72625633534302,2022,1/21/2022,03 - P.D. only,06 - SMV unattended vehicle,05 - Packed snow,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.404623281377205,-75.71193190585701,2022,1/18/2022,03 - P.D. only,03 - Rear end,04 - Slush,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.26960105414121,-75.74881961927117,2022,1/16/2022,03 - P.D. only,05 - Turning movement,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.27583978943873,-75.71862906681187,2022,1/20/2022,03 - P.D. only,03 - Rear end,02 - Wet,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.36973398295727,-75.66494736207295,2022,1/16/2022,03 - P.D. only,99 - Other,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.308324671770485,-75.91607366236455,2022,1/20/2022,03 - P.D. only,05 - Turning movement,03 - Loose snow,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.40990797172467,-75.69903169761218,2022,1/8/2022,02 - Non-fatal injury,05 - Turning movement,01 - Dry,01 - Clear,01 - Daylight,0,0,0,1,0,0,1
45.467087997297135,-75.5441450340318,2022,1/19/2022,03 - P.D. only,03 - Rear end,02 - Wet,03 - Snow,01 - Daylight,0,0,0,0,0,0,0
45.28403812548518,-75.73498471893511,2022,1/21/2022,03 - P.D. only,06 - SMV unattended vehicle,05 - Packed snow,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.44734807224761,-75.59419583168878,2022,1/3/2022,02 - Non-fatal injury,03 - Rear end,01 - Dry,01 - Clear,07 - Dark,0,0,0,3,0,0,0
45.430372564788996,-75.60401391556174,2022,1/16/2022,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.374016834431046,-75.65433636196276,2022,1/20/2022,03 - P.D. only,04 - Sideswipe,06 - Ice,03 - Snow,07 - Dark,0,0,0,0,0,0,0
45.410638056399854,-75.68684470313276,2022,1/3/2022,03 - P.D. only,04 - Sideswipe,02 - Wet,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.45774247776116,-75.5753755242468,2022,1/3/2022,03 - P.D. only,07 - SMV other,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.37240427066776,-75.80023932505595,2022,1/4/2022,03 - P.D. only,01 - Approaching,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.37643671062587,-75.67537878531921,2022,1/4/2022,03 - P.D. only,06 - SMV unattended vehicle,04 - Slush,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.29494676626451,-75.93934505175477,2022,1/4/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.25285484757815,-75.43291792304333,2022,1/4/2022,03 - P.D. only,07 - SMV other,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.35118172736979,-75.76371412607669,2022,1/4/2022,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.26750725376438,-75.93004838072117,2022,1/4/2022,03 - P.D. only,05 - Turning movement,01 - Dry,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.27762706056731,-75.95272676281822,2022,1/4/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.47244667375998,-76.08855373280649,2022,1/4/2022,03 - P.D. only,07 - SMV other,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.43985653238478,-75.59815039534975,2022,1/5/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.47746758498055,-75.50824964737453,2022,1/5/2022,04 - Non-reportable,07 - SMV other,05 - Packed snow,03 - Snow,07 - Dark,0,0,0,0,0,0,0
45.425583960889696,-75.52371141091166,2022,1/5/2022,03 - P.D. only,06 - SMV unattended vehicle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.251677604191656,-75.75612189009014,2022,1/5/2022,03 - P.D. only,06 - SMV unattended vehicle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.4461100018527,-75.61089692197586,2022,1/5/2022,03 - P.D. only,04 - Sideswipe,02 - Wet,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.29758858224441,-75.42762824318538,2022,1/5/2022,03 - P.D. only,07 - SMV other,06 - Ice,03 - Snow,01 - Daylight,0,0,0,0,0,0,0
45.321297102849094,-75.83525739241648,2022,1/5/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.42103077610045,-75.69308459008413,2022,1/4/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.352720516550484,-75.80733490606706,2022,1/22/2022,03 - P.D. only,04 - Sideswipe,02 - Wet,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.288315188359554,-75.86818645803133,2022,1/19/2022,03 - P.D. only,05 - Turning movement,03 - Loose snow,03 - Snow,01 - Daylight,0,0,0,0,0,0,0
45.33441524386648,-75.90526632728199,2022,1/8/2022,02 - Non-fatal injury,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,0,0,0,1,0,0,0
45.42125673602169,-75.45268608705346,2022,1/5/2022,03 - P.D. only,07 - SMV other,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.42699345112065,-75.66718987139119,2022,1/5/2022,03 - P.D. only,02 - Angle,02 - Wet,03 - Snow,01 - Daylight,0,1,0,0,0,0,0
45.33460794667996,-75.69319004126503,2022,1/5/2022,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.34722906716274,-75.70780740647997,2022,1/4/2022,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.3289814940671,-75.65155369232052,2022,1/5/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.342424987002424,-75.72102701622462,2022,1/5/2022,03 - P.D. only,99 - Other,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.38663513867047,-75.66270815964688,2022,1/5/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.328697966011255,-75.74897228603092,2022,1/5/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.39409561062664,-75.60389904327101,2022,1/5/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.38666703591893,-75.73257422491834,2022,1/5/2022,02 - Non-fatal injury,05 - Turning movement,01 - Dry,01 - Clear,05 - Dusk,0,0,0,2,0,0,2
45.40713707277649,-75.72097191841675,2022,1/5/2022,03 - P.D. only,99 - Other,01 - Dry,01 - Clear,05 - Dusk,0,0,0,0,0,0,0
45.231894153228275,-75.4986942689489,2022,1/5/2022,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.44982342541883,-75.58412502540784,2022,1/5/2022,02 - Non-fatal injury,07 - SMV other,01 - Dry,01 - Clear,07 - Dark,0,0,0,1,0,0,0
45.37040767474253,-75.66330325983621,2022,1/5/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.462305300226504,-75.48324273769204,2022,1/5/2022,03 - P.D. only,05 - Turning movement,03 - Loose snow,03 - Snow,07 - Dark,0,0,0,0,0,0,0
45.45133219614497,-75.47865905996139,2022,1/5/2022,03 - P.D. only,06 - SMV unattended vehicle,05 - Packed snow,03 - Snow,07 - Dark,0,0,0,0,0,0,0
45.42027674666776,-75.53954120515624,2022,1/6/2022,03 - P.D. only,07 - SMV other,03 - Loose snow,03 - Snow,07 - Dark,0,0,0,0,0,0,0
45.404732881001564,-75.99934064057501,2022,1/6/2022,03 - P.D. only,07 - SMV other,03 - Loose snow,01 - Clear,03 - Dawn,0,0,0,0,0,0,0
45.32618586077544,-75.72300212007086,2022,1/6/2022,03 - P.D. only,04 - Sideswipe,05 - Packed snow,03 - Snow,03 - Dawn,0,0,0,0,0,0,0
45.39723272090178,-75.74218956400638,2022,1/6/2022,02 - Non-fatal injury,05 - Turning movement,02 - Wet,01 - Clear,03 - Dawn,0,0,0,1,0,0,1
45.27762705144679,-75.9527267374143,2022,1/6/2022,03 - P.D. only,02 - Angle,02 - Wet,03 - Snow,03 - Dawn,0,0,0,0,0,0,0
45.455701148645964,-75.50477784813496,2022,1/6/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.32894626472511,-75.81711084957668,2022,1/6/2022,03 - P.D. only,05 - Turning movement,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.29353680545264,-75.89558343987603,2022,1/6/2022,03 - P.D. only,03 - Rear end,04 - Slush,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.37945344329308,-75.68499339293993,2022,1/6/2022,03 - P.D. only,04 - Sideswipe,02 - Wet,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.293178099322944,-75.97205818076283,2022,1/6/2022,03 - P.D. only,02 - Angle,02 - Wet,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.27866593946562,-75.77991750743905,2022,1/5/2022,03 - P.D. only,04 - Sideswipe,02 - Wet,01 - Clear,07 - Dark,0,0,0,0,0,0,0
45.358358300668264,-75.93669550773738,2022,1/6/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.46838686718331,-76.03056005276193,2022,1/6/2022,03 - P.D. only,02 - Angle,05 - Packed snow,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
45.36366250091985,-75.74416968753876,2022,1/6/2022,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,0,0,0,0,0,0,0
